Fecha;Concepto;Proveedor;Moneda;Monto;TC;Monto en USD;Origen;Forma;Destino;Tipo Comprobante;Comp. No.;Recibo;Estado del Pago;Vencimiento;Cheque No.;Fecha de Pago;Ref. Operaci¢n;ID Mes Registro;ID Registro;Proyecto;ID Mes Pago;Categor¡a;éltimo Registro: 3717;éltimo en Costos: 3626 (Obsoleto);;;;;;;
24/03/21;Retiro para Caja PSS;PSS;UYU;10.000,00;44,25;225,99;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1861;;;;;;;;;;;;
25/03/21;Pago Alquiler GARAGE 22MAR-22ABR;Liseril S.A. - PILAR;UYU;4.200,00;44,16;95,12;PSS;Transf. PSS - Ita£ USD;Alquileres;Sin Comp.;N/A;N/A;;;;;;;1862;;;;;;;;;;;;
25/03/21;Costo por Transf. (garage);ITAU;UYU;84,04;44,16;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;535. LA 1500173400 - Rep. para la Boya Petrolera - ANCAP;;1863;535;;1;;;;;;;;;
25/03/21;Pago DGI IRAE ANT./PAT ANT.;DGI;UYU;10.186,00;44,16;230,69;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;1275014;N/A;;;;;;;1864;;;;;;;;;;;;
25/03/21;Costo por pago DGI abitab;ABITAB;UYU;35,65;44,16;0,81;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1865;;;;;;;;;;;;
25/03/21;Pago Gt¡a. Mant. Oferta Carbon - OSE;BSE;UYU;2.792,00;44,16;63,23;PSS;D‚bito PSS - Ita£ UYU;Costos;Cr‚dito;8052215;742635;;;;;517. LA 21067-2021 - Sum. 800T carbon activado en polvo-OSE;;1866;517;;1;;;;;;;;;
25/03/21;Costo por pago DGI abitab;ABITAB;UYU;9,77;44,16;0,22;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1867;;;;;;;;;;;;
26/03/21;Pago Antel MAR 21;ANTEL;UYU;3.031,00;44,26;68,49;PSS;D‚bito Aut. PSS - Ita£ UYU;Serv. Publicos;Boleta;9506522;N/A;;;;;;;1868;;;;;;;;;;;;
26/03/21;Compra Kinko;Bowerey SA;UYU;1.811,50;44,26;40,93;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;1089;N/A;;;;;;;1869;;;;;;;;;;;;
26/03/21;Compra Almuerzo - McD;Arcos Dorados S.A.;UYU;758,00;44,26;17,13;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;1870;;;;;;;;;;;;
26/03/21;Retiro para Caja PSS;PSS;UYU;10.000,00;44,26;225,96;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1871;;;;;;;;;;;;
29/03/21;Retiro Directores 50/50;PSS;USD;8.000,00;1,00;8.000,00;PSS;Mostrador_Ita£ Cta. USD;Retiro Directores 50/50;Ticket;1947859;N/A;;;;;;;1872;;;2;;;;;;;;;
29/03/21;Costo retiro mostrador;ITAU;USD;26,00;1,00;26,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1873;;;;;;;;;;;;
30/03/21;Pago UTE;UTE;UYU;2.578,00;44,54;57,89;PSS;D‚bito Aut. PSS - Ita£ UYU;Serv. Publicos;Boleta;211330;N/A;;;;;;;1874;;;;;;;;;;;;
30/03/21;Pago Certificado NSF carbon;Hangzhou Henxing Activated Carbon Co., Ltd.;USD;261,70;1,00;261,70;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Proforma;2021ES032605;N/A;;;;;517. LA 21067-2021 - Sum. 800T carbon activado en polvo-OSE;;1875;517;;1;;;;;;;;;
30/03/21;Costo transferencia (NSF);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1876;;;;;;;;;;;;
30/03/21;Cambio USD a UYU;ITAU;USD;3.000,00;1,00;3.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1877;;;0;;;;;;;;;
30/03/21;Pago Despacho RTU - iCompact;Enrique Amespil;UYU;137.700,00;44,54;3.091,95;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;318-319;N/A;;;;;493. CP C93833 - Sum. IEDs - UTE;;1878;493;;1;;;;;;;;;
30/03/21;IVA Importaci¢n;Enrique Amespil;UYU;-95.514,00;44,54;-2.144,70;PSS;No Aplica;IVA/IRAE;Cr‚dito;318;N/A;;;;;493. CP C93833 - Sum. IEDs - UTE;;3425;493;;1;;;;;;;;;
30/03/21;Pago Despacho RTU - iCompact;Enrique Amespil;UYU;-1.544,11;44,54;-34,67;PSS;No Aplica;IVA/IRAE;Cr‚dito;319;N/A;;;;;493. CP C93833 - Sum. IEDs - UTE;;3426;493;;1;;;;;;;;;
31/03/21;Honorarios Estudio Berrutti MAR 2021;Cr. Berrutti;UYU;6.600,00;44,54;148,20;PSS;Transf. PSS - Ita£ UYU;Honorarios Prof.;Boleta;1011;N/A;;;;;;;1879;;;;;;;;;;;;
31/03/21;Pago Saldo 50% Rexnord;Rexnord Ind.;USD;5.825,52;1,00;5.825,52;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;94680234;N/A;;;;;505. LA Y53659 - Rep. p. Acoples de Bombas NOX - UTE;;1880;505;;1;;;;;;;;;
31/03/21;Costo transferencia (Rexnord);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1881;;;;;;;;;;;;
31/03/21;Almuerzo;Cervecer¡a Matriz - Badepal SA;UYU;2.132,00;44,54;47,87;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;10514;N/A;;;;;;;1882;;;;;;;;;;;;
31/03/21;Caf‚;Cervecer¡a Matriz - Badepal SA;UYU;270,00;44,54;6,06;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;10515;N/A;;;;;;;1883;;;;;;;;;;;;
31/03/21;Retiro para Caja PSS;PSS;UYU;5.000,00;44,54;112,27;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1884;;;;;;;;;;;;
31/03/21;Debito Comision Cta. EUR;ITAU;EUR;0,42;0,85;0,49;PSS;D‚bito Aut. PSS - Ita£ EUR;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1885;;;;;;;;;;;;
31/03/21;Comision por Admin. Cta USD BROU;BROU;USD;15,89;1,00;15,89;PSS;D‚bito Aut. PSS - BROU USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1886;;;;;;;;;;;;
31/03/21;Comision por Admin. Cta UYU BROU;BROU;UYU;684,25;44,54;15,36;PSS;D‚bito Aut. PSS - BROU UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1887;;;;;;;;;;;;
31/03/21;Comision por Admin. Cta EUR BROU;BROU;EUR;2,97;0,85;3,48;PSS;D‚bito Aut. PSS - BROU EUR;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1888;;;;;;;;;;;;
31/03/21;Comision por tenencia de EUR BROU;BROU;EUR;0,43;0,85;0,50;PSS;D‚bito Aut. PSS - BROU EUR;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1889;;;;;;;;;;;;
05/04/21;Almuerzo;N/A;UYU;2.070,00;44,21;46,83;PSS;D‚bito PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;1890;;;;;;;;;;;;
06/04/21;GC MAR 2021;Edif. Barreiro y Ramos;UYU;9.873,00;44,21;223,35;PSS;Transf. PSS - Ita£ UYU;Gastos Comunes;Sin Comp.;N/A;N/A;;;;;;;1891;;;;;;;;;;;;
06/04/21;Costo por Transf. (GC);ITAU;UYU;84,01;44,21;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1892;;;;;;;;;;;;
06/04/21;Pago Alquiler Abril 2021;Beatriz Carina Cristofano;USD;800,00;1,00;800,00;PSS;Transf. PSS - Ita£ USD;Alquileres;Sin Comp.;N/A;N/A;;;;;;;1893;;;;;;;;;;;;
06/04/21;Costo por Transf. (Alq);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1894;;;;;;;;;;;;
07/04/21;Pago RCE Osciloscopio;RCE SRL (Italia);EUR;802,75;0,84;953,27;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;210015;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;1895;547;;1;;;;;;;;;
07/04/21;Costo transferencia RCE;ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;1896;547;;1;;;;;;;;;
07/04/21;Cambio USD a UYU;ITAU;USD;3.000,00;1,00;3.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1897;;;0;;;;;;;;;
07/04/21;Retiro por caja para Gt¡a;ITAU;UYU;120.000,00;44,21;2.714,63;PSS;Mostrador_Ita£ Cta. UYU;Caja PSS - UYU;Ticket;1949659;N/A;;;;;;;1898;;;;;;;;;;;;
07/04/21;Costo retiro mostrador;ITAU;UYU;90,50;44,21;2,05;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;525. LA 21131 - Adq. de Juntas - OSE;;1899;525;;1;;;;;;;;;
07/04/21;Dep¢sito Garant¡a OSE Juntas;OSE;UYU;102.000,00;44,21;2.307,43;Caja;Efectivo PSS - Caja UYU;Dep¢stio en Garant¡a;Ticket;1552171;N/A;;;;;525. LA 21131 - Adq. de Juntas - OSE;;1900;525;;1;;;;;;;;;
08/04/21;Almuerzo;Cervecer¡a Matriz - Badepal SA;UYU;1.826,00;44,27;41,25;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;10526;N/A;;;;;;;1901;;;;;;;;;;;;
09/04/21;Adelanto Germ n;Germ n Topolanski;USD;600,00;1,00;600,00;PSS;Transf. PSS - Ita£ USD;Pr‚stamos Otorgados;Sin Comp.;N/A;N/A;;;;;;;1902;;;2;;;;;;;;;
09/04/21;Costo transferencia Germ n;ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1903;;;;;;;;;;;;
09/04/21;Pago Flete y Seg. Megaship ;Megaship -Enza & Belya SRL;USD;758,20;1,00;758,20;PSS;Transf. PSS - Ita£ USD;Gastos;Cr‚dito;4332-4333;90421;;;;;483. CP C93760 - Sum. de Banco de Bater¡as - UTE;;1904;483;;1;;;;;;;;;
10/04/21;Compra Sillon;Divino S.A.;USD;511,60;1,00;511,60;Javier;Cr‚dito Visa Javier;PGastos;Boleta;1298344;N/A;;;;;;;1905;;;;;;;;;;;;
12/04/21;Pago a Ing. Jos‚ Pe¤a;Ing. Jos‚ Pe¤a;USD;200,00;1,00;200,00;PSS;Transf. PSS - Ita£ USD;Gastos;Sin Comp.;N/A;N/A;;;;;;;1906;;;;;;;;;;;;
12/04/21;Pago Fact. DHL flete;DHL;UYU;31.655,00;43,96;720,09;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;478851;120421;;;;;525. LA 21131 - Adq. de Juntas - OSE;;1907;525;;1;;;;;;;;;
12/04/21;Pago Fact. DHL aduana;DHL;UYU;2.120,00;43,96;48,23;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;479753;120421;;;;;525. LA 21131 - Adq. de Juntas - OSE;;1908;525;;1;;;;;;;;;
12/04/21;Pago Fact. DHL aduana;DHL;UYU;2.120,00;43,96;48,23;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;481220;120421;;;;;9100. LA Y53740 - Aceite Diel‚ctrico para Transformadores - UTE;;1909;9100;;1;;;;;;;;;
12/04/21;Salida Deposito TCP;Varios;USD;60,00;1,00;60,00;PSS;No Aplica;Costos;Sin Comp.;N/A;N/A;;;;;483. CP C93760 - Sum. de Banco de Bater¡as - UTE;;3659;483;;1;;;;;;;;;
13/04/21;Pago BPS Marzo 2021;BPS;UYU;3.852,00;44,11;87,33;PSS;D‚bito Aut. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;922226;130421;;;;;;;1910;;;;;;;;;;;;
14/04/21;E-Factura Memory;Memory SRL;UYU;1.325,00;44,21;29,97;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos;Boleta;101884;N/A;;;;;;;1911;;;;;;;;;;;;
14/04/21;Cambio USD a UYU;ITAU;USD;4.000,00;1,00;4.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1912;;;0;;;;;;;;;
14/04/21;Pago Despacho Banco Bat.;Enrique Amespil;UYU;147.900,00;44,21;3.345,78;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;327-328;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;1913;503;;1;;;;;;;;;
14/04/21;Compra Disco;Supermercados Disco del Uruguay S.A.;UYU;3.672,25;44,21;83,07;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;2612938;N/A;;;;;;;1914;;;;;;;;;;;;
14/04/21;IVA Importaci¢n;Enrique Amespil;UYU;-68.694,00;44,21;-1.553,99;PSS;No Aplica;IVA/IRAE;Cr‚dito;327;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;3428;503;;1;;;;;;;;;
14/04/21;Pago Despacho Banco Bat.;Enrique Amespil;UYU;-3.058,00;44,21;-69,18;PSS;No Aplica;IVA/IRAE;Cr‚dito;328;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;3429;503;;1;;;;;;;;;
15/04/21;Compra Kinko;Bowerey SA;UYU;1.065,00;44,29;24,05;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;127;N/A;;;;;;;1915;;;;;;;;;;;;
15/04/21;Retiro para Caja PSS;PSS;UYU;5.000,00;44,29;112,89;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1916;;;;;;;;;;;;
15/04/21;Debito Banking Card;ITAU;UYU;1.168,00;44,29;26,37;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;1917;;;;;;;;;;;;
15/04/21;Compra Disco;Supermercados Disco del Uruguay S.A.;UYU;1.521,40;44,29;34,35;Javier;D‚bito Ita£ Javier;PGastos;Boleta;2606941;N/A;;;;;;;1918;;;;;;;;;;;;
15/04/21;Pago Adv. Payment Chillco;Chillco Inc.;USD;9.294,25;1,00;9.294,25;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Proforma;67888;N/A;;;;;464. LA Y53325 - Rep. Chiller Trane Pta. del Tigre - UTE;;1919;464;;1;;;;;;;;;
15/04/21;Costo transferencia Chillco;ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;464. LA Y53325 - Rep. Chiller Trane Pta. del Tigre - UTE;;1920;464;;1;;;;;;;;;
15/04/21;Tasa Control PPF 28k;ITAU;USD;9,50;1,00;9,50;PSS;D‚bito Aut. PSS - Ita£ UYU;Costo Financiero;Sin Comp.;N/A;N/A;;;;;;;1921;;;;;;;;;;;;
16/04/21;Pago Saldo Despacho Banco Bat.;Enrique Amespil;USD;120,00;1,00;120,00;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;327-328;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;1922;503;;1;;;;;;;;;
16/04/21;Compra Ventilador Jordan Anwar;Jordan Anwar Eq. & Raw Mat. Ind.;USD;185,00;1,00;185,00;Javier;Cr‚dito Visa Javier;Mercader¡a;Boleta;34;N/A;;;;;504. LA Y53592 - Rep. planta Trat. Agua Motores - UTE;;1923;504;;1;;;;;;;;;
16/04/21;Retiro para Caja PSS;PSS;UYU;4.000,00;44,14;90,63;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1924;;;;;;;;;;;;
18/04/21;Compra Disco;Supermercados Disco del Uruguay S.A.;UYU;2.025,10;44,14;45,88;Javier;D‚bito Ita£ Javier;PGastos;Boleta;2616004;N/A;;;;;;;1925;;;;;;;;;;;;
18/04/21;Compra Disco;Supermercados Disco del Uruguay S.A.;UYU;2.142,80;44,14;48,55;Javier;D‚bito Ita£ Javier;PGastos;Boleta;2612965;N/A;;;;;;;1926;;;;;;;;;;;;
20/04/21;Pago Saldo APEX Motores y Trailers;Apex - Costa Rica Yacht Center S.A.;USD;12.400,00;1,00;12.400,00;PSS;Transf. PSS - Ita£ USD;Costos;Boleta;3;N/A;;;;;404. LA 56-2020 - Adq. Bote, Motores, Trailer - CGA;;1927;404;;1;;;;;;;;;
20/04/21;Costo por Transf. (apex);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;404. LA 56-2020 - Adq. Bote, Motores, Trailer - CGA;;1928;404;;1;;;;;;;;;
20/04/21;Retiro para Caja PSS;PSS;UYU;5.000,00;44,30;112,88;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1929;;;;;;;;;;;;
21/04/21;Cambio USD a UYU;ITAU;USD;5.000,00;1,00;5.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1930;;;0;;;;;;;;;
21/04/21;Compra BORNES para Bat.;Electrosviet - Tranemir SA;USD;47,63;1,00;47,63;Javier;D‚bito Ita£ Javier;Gastos;Boleta;106373;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;1931;503;;1;;;;;;;;;
21/04/21;Pago Despacho Bombas NOX;Enrique Amespil;UYU;211.600,00;44,29;4.778,14;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;329-330;N/A;;;;;505. LA Y53659 - Rep. p. Acoples de Bombas NOX - UTE;;1932;505;;1;;;;;;;;;
21/04/21;IVA Importaci¢n;Enrique Amespil;UYU;-180.374,00;44,29;-4.073,03;PSS;No Aplica;IVA/IRAE;Cr‚dito;329;N/A;;;;;505. LA Y53659 - Rep. p. Acoples de Bombas NOX - UTE;;3431;505;;1;;;;;;;;;
21/04/21;Pago Despacho Bombas NOX;Enrique Amespil;UYU;-2.418,92;44,29;-54,62;PSS;No Aplica;IVA/IRAE;Cr‚dito;330;N/A;;;;;505. LA Y53659 - Rep. p. Acoples de Bombas NOX - UTE;;3432;505;;1;;;;;;;;;
22/04/21;Pago Flete Totorica;Jorge Totorica;UYU;950,00;44,20;21,49;PSS;Transf. PSS - Ita£ UYU;Costos;Sin Comp.;N/A;N/A;;;;;493. CP C93833 - Sum. IEDs - UTE;;1933;493;;1;;;;;;;;;
22/04/21;Costo por Transf. Totorica;ITAU;UYU;83,94;44,20;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;493. CP C93833 - Sum. IEDs - UTE;;1934;493;;1;;;;;;;;;
22/04/21;Pago Flete Totorica;Jorge Totorica;UYU;3.500,00;44,20;79,19;PSS;Transf. PSS - Ita£ UYU;Costos;Sin Comp.;N/A;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;1935;503;;1;;;;;;;;;
22/04/21;Costo por Transf. Totorica;ITAU;UYU;83,94;44,20;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;503. CP C93829 - Sum. Banco Bat. Gel Electrol¡tico - UTE;;1936;503;;1;;;;;;;;;
22/04/21;Costo por Cobro V lv. Rexroth;ITAU;EUR;8,31;0,83;10,00;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;436. CP C93593 - Valvulas Rexroth 2 - UTE;;1937;436;;1;;;;;;;;;
22/04/21;Cambio EUR a USD;ITAU;EUR;12.000,00;0,83;14.442,17;PSS;Mesa de Cambio Ita£;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1938;;;0;;;;;;;;;
22/04/21;Costo por Cobro V lv. Rexroth;ITAU;USD;10,00;1,00;10,00;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;483. CP C93760 - Sum. de Banco de Bater¡as - UTE;;1939;483;;1;;;;;;;;;
23/04/21;Pago Despacho Osciloscopio UTEC;Enrique Amespil;UYU;36.200,00;44,20;819,10;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;331-332;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;1940;547;;1;;;;;;;;;
23/04/21;Cuota 2/36 Siga 80k;ITAU;USD;2.490,46;1,00;2.490,46;PSS;D‚bito Aut. PSS - Ita£ UYU;Costo Financiero;Sin Comp.;N/A;N/A;;;;;;;1941;;;3;;;;;;;;;
23/04/21;IVA Importaci¢n;Enrique Amespil;UYU;-14.004,00;44,20;-316,87;PSS;No Aplica;IVA/IRAE;Cr‚dito;331;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;3452;547;;1;;;;;;;;;
23/04/21;Pago Despacho Osciloscopio UTEC;Enrique Amespil;UYU;-1.541,78;44,20;-34,89;PSS;No Aplica;IVA/IRAE;Cr‚dito;332;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;3453;547;;1;;;;;;;;;
24/04/21;Compra Chouse;Eiport SA;UYU;8.598,00;44,20;194,52;Javier;Cr‚dito Master Javier;PGastos;Boleta;47161;N/A;;;;;;;1942;;;;;;;;;;;;
26/04/21;Cambio EUR a UYU;ITAU;EUR;1.300,00;0,83;1.572,14;PSS;Mesa de Cambio Ita£;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1943;;;0;;;;;;;;;
26/04/21;Cambio USD a UYU;ITAU;USD;2.000,00;1,00;2.000,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1944;;;0;;;;;;;;;
26/04/21;Compra Mosca;Mosca Hnos SA;UYU;2.347,06;44,10;53,23;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;746932;N/A;;;;;;;1945;;;;;;;;;;;;
26/04/21;Retiro para Caja PSS;PSS;UYU;10.000,00;44,10;226,78;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Sin Comp.;N/A;N/A;;;;;;;1946;;;;;;;;;;;;
27/04/21;Devol. Credito Particular 2/3;Prexpol S.A.;USD;27.193,00;1,00;27.193,00;PSS;Cheque PSS - Ita£ USD;Gastos S/Comp.;Sin Comp.;N/A;N/A;;;409944;;;;1947;;;3;;;;;;;;;
28/04/21;Pago DGI SALDO IRAE Y PAT 2020;DGI;UYU;167.401,00;44,08;3.798,09;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;1282138;N/A;;;87664;;;;1948;;;;;;;;;;;;
28/04/21;Pago DGI Antic. IRAE y Antic. PAT Marzo 2021;DGI;UYU;17.198,00;44,08;390,20;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;1282356;N/A;;;87664;;;;1949;;;;;;;;;;;;
28/04/21;Pago Despacho Ventilador It. 3 ;Enrique Amespil;UYU;10.900,00;44,08;247,31;PSS;Transf. PSS - Ita£ UYU;Costos;Cr‚dito;333-334;N/A;;;;;504. LA Y53592 - Rep. planta Trat. Agua Motores - UTE;;1950;504;;1;;;;;;;;;
28/04/21;Pago Despacho Ventilador It. 3 ;Enrique Amespil;UYU;-484,66;44,08;-11,00;PSS;No Aplica;IVA/IRAE;Cr‚dito;334;N/A;;;;;504. LA Y53592 - Rep. planta Trat. Agua Motores - UTE;;3446;504;;1;;;;;;;;;
29/04/21;Costo por Cobro LC Motores Armada;BROU;USD;47,52;1,00;47,52;PSS;D‚bito Aut. PSS - BROU USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;404. LA 56-2020 - Adq. Bote, Motores, Trailer - CGA;;1951;404;;1;;;;;;;;;
29/04/21;Transf. BROU USD a ITAU USD;PSS;USD;33.000,00;1,00;33.000,00;PSS;Transf. PSS - BROU USD;Transf. Interbanc. PSS;Sin Comp.;N/A;N/A;;;;;;;1952;;;0;;;;;;;;;
29/04/21;Costo por recepcion giro;ITAU;USD;10,00;1,00;10,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;404. LA 56-2020 - Adq. Bote, Motores, Trailer - CGA;;1953;404;;1;;;;;;;;;
29/04/21;Cambio USD a UYU;BROU;USD;500,00;1,00;500,00;PSS;Transf. PSS - BROU USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;1954;;;0;;;;;;;;;
29/04/21;Pago Flete Totorica;Jorge Totorica;UYU;3.800,00;44,07;86,24;PSS;Transf. PSS - Ita£ UYU;Costos;Sin Comp.;N/A;N/A;;;;;505. LA Y53659 - Rep. p. Acoples de Bombas NOX - UTE;;1955;505;;1;;;;;;;;;
29/04/21;Costo por Transf. Totorica;ITAU;UYU;83,53;44,07;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;505. LA Y53659 - Rep. p. Acoples de Bombas NOX - UTE;;1956;505;;1;;;;;;;;;
29/04/21;Pago Flete Totorica;Jorge Totorica;UYU;950,00;44,07;21,56;PSS;Transf. PSS - Ita£ UYU;Costos;Sin Comp.;N/A;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;1957;547;;1;;;;;;;;;
29/04/21;Costo por Transf. Totorica;ITAU;UYU;83,53;44,07;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;547. CP 04-2021 - Osciloscopios y Gen. de Func. - UTEC;;1958;547;;1;;;;;;;;;
29/04/21;Pago Flete Totorica;Jorge Totorica;UYU;950,00;44,07;21,56;PSS;Transf. PSS - Ita£ UYU;Costos;Sin Comp.;N/A;N/A;;;;;504. LA Y53592 - Rep. planta Trat. Agua Motores - UTE;;1959;504;;1;;;;;;;;;
29/04/21;Costo por Transf. Totorica;ITAU;UYU;83,53;44,07;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;504. LA Y53592 - Rep. planta Trat. Agua Motores - UTE;;1960;504;;1;;;;;;;;;
29/04/21;Pago Alquiler GARAGE 22ABR - 22may;Liseril S.A. - PILAR;UYU;4.200,00;44,07;95,31;PSS;Transf. PSS - Ita£ USD;Alquileres;Sin Comp.;N/A;N/A;;;;;;;1961;;;;;;;;;;;;
