Fecha;Concepto;Proveedor;Moneda;Monto;TC;Monto en USD;Origen;Forma;Destino;Tipo Comprobante;Comp. No.;Recibo;Estado del Pago;Vencimiento;Cheque No.;Fecha de Pago;Ref. Operaci¢n;ID Mes Registro;ID Registro;Proyecto;ID Mes Pago;Categor¡a;éltimo Registro: 3717;éltimo en Costos: 3626 (Obsoleto);;;;;;;
09/03/18;Costo por Transf. (Alq.);ITAU;UYU;53,86;28,33;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;118;;;;;;;;;;;;
09/03/18;Cambio USD a UYU;ITAU;USD;600,00;1,00;600,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;119;;;0;;;;;;;;;
09/03/18;Almuerzo;Rhin S.A.;UYU;1.105,48;28,33;39,03;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;105175;N/A;;;;;;;120;;;;;;;;;;;;
12/03/18;Compra Combustible IMTT;Ancap - Bonilla SRL;UYU;1.977,00;28,35;69,75;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;34174;N/A;;;;;01. Luminarias - IM Treinta y Tres;;121;1;;1;;;;;;;;;
12/03/18;Peaje;Corporaci¢n Vial del Uruguay SA;UYU;90,00;28,35;3,18;Javier;Efectivo;Gastos;Boleta;6005238;N/A;;;;;01. Luminarias - IM Treinta y Tres;;122;1;;1;;;;;;;;;
12/03/18;Peaje;Corporaci¢n Vial del Uruguay SA;UYU;90,00;28,35;3,18;Javier;Efectivo;Gastos;Boleta;3107224;N/A;;;;;01. Luminarias - IM Treinta y Tres;;123;1;;1;;;;;;;;;
12/03/18;Peaje;Corporaci¢n Vial del Uruguay SA;UYU;90,00;28,35;3,18;Javier;Efectivo;Gastos;Boleta;8302354;N/A;;;;;01. Luminarias - IM Treinta y Tres;;124;1;;1;;;;;;;;;
12/03/18;Peaje;Corporaci¢n Vial del Uruguay SA;UYU;90,00;28,35;3,18;Javier;Efectivo;Gastos;Boleta;2073300;N/A;;;;;01. Luminarias - IM Treinta y Tres;;125;1;;1;;;;;;;;;
15/03/18;Debito Banking Card;ITAU;UYU;912,80;28,32;32,24;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;126;;;;;;;;;;;;
15/03/18;Debito Banking Card;ITAU;UYU;912,80;28,32;32,24;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;127;;;;;;;;;;;;
15/03/18;Pago Factura OSE;OSE;UYU;317,00;28,32;11,20;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;997146;N/A;;;;;;;128;;;;;;;;;;;;
15/03/18;Pago Despachante Muestra;Enrique Amespil;UYU;4.522,00;28,32;159,70;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2210;2451;;;;;33. LA 1400634200 - Inhibidor de Corrosion - ANCAP;;129;33;;1;;;;;;;;;
15/03/18;Costo por Transf. (Desp.);ITAU;UYU;53,86;28,32;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;33. LA 1400634200 - Inhibidor de Corrosion - ANCAP;;130;33;;1;;;;;;;;;
15/03/18;Pago Factura B-3929;Ingsecol SAS;USD;640,24;1,00;640,24;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;B3929;150318;;;;;20. CDW90658 Placa motobomba Clarkfire - UTE;;131;20;;1;;;;;;;;;
15/03/18;Costo por Transf. (Pago F.B3929);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;20. CDW90658 Placa motobomba Clarkfire - UTE;;132;20;;1;;;;;;;;;
15/03/18;Pago Factura Dropbox;Dropbox International Co.;USD;99,00;1,00;99,00;Javier;Cr‚dito Visa Javier;Gastos;Cr‚dito;Z27JL8DX;NLRKTPV4;;;;;;;133;;;;;;;;;;;;
16/03/18;Compra Papeler¡a;Papeler¡a El Drag¢n - Maiorana y CIA;UYU;2.939,00;28,32;103,78;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;114986;N/A;;;;;;;134;;;;;;;;;;;;
16/03/18;Compra Papeler¡a;F5 SRL;UYU;1.557,00;28,32;54,98;Javier;Efectivo;Gastos;Boleta;1466;N/A;;;;;;;135;;;;;;;;;;;;
19/03/18;Compra Pliego Equip. Bomberos - ANCAP;ANCAP;UYU;1.500,00;28,38;52,85;PSS;Transf. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;36. LA1500156900 - Equipamiento Bomberos - ANCAP;;136;36;;1;;;;;;;;;
19/03/18;Costo por Transf. (Pliego);ITAU;UYU;53,96;28,38;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;36. LA1500156900 - Equipamiento Bomberos - ANCAP;;137;36;;1;;;;;;;;;
19/03/18;Cambio USD a UYU;ITAU;USD;800,00;1,00;800,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;138;;;0;;;;;;;;;
19/03/18;Pago DGI Febrero 2018;DGI;UYU;4.460,00;28,38;157,15;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;440;1606;;;;;;;139;;;;;;;;;;;;
19/03/18;Debito Abitab por Pago DGI;ABITAB;UYU;15,61;28,38;0,55;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;140;;;;;;;;;;;;
19/03/18;Factura DHL;DHL;UYU;1.808,00;28,38;63,71;PSS;D‚bito PSS - Ita£ UYU;Gastos;Cr‚dito;A219239;1607;;;;;42. CDW90807- Sum. de Pa¤o Absorbente - UTE;;141;42;;1;;;;;;;;;
19/03/18;Factura DHL;DHL;UYU;1.701,00;28,38;59,94;PSS;D‚bito PSS - Ita£ UYU;Gastos;Cr‚dito;A218620;1607;;;;;42. CDW90807- Sum. de Pa¤o Absorbente - UTE;;142;42;;1;;;;;;;;;
19/03/18;Debito Abitab por Pago DHL;ABITAB;UYU;12,28;28,38;0,43;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;143;;;;;;;;;;;;
21/03/18;Factura DHL;DHL;UYU;2.874,00;28,49;100,90;PSS;Paganza PSS - Ita£ UYU;Gastos;Cr‚dito;A214986;210318;;;;;15. CD W90568 - Sonda Corriente - UTE;;144;15;;1;;;;;;;;;
21/03/18;ANTEL 09Feb-08Mar;ANTEL;UYU;387,00;28,49;13,59;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Sin Comp.;N/A;N/A;;;;;;;145;;;;;;;;;;;;
21/03/18;Retiro para Caja PSS;PSS;UYU;3.000,00;28,49;105,32;PSS;D‚bito PSS - Ita£ UYU;Caja PSS - UYU;Ticket;6211;N/A;;;;;;;146;;;;;;;;;;;;
21/03/18;Compra Pliego Mat.Prot.Amb - Armada;UCCAR - Armada;UYU;1.000,00;28,49;35,11;PSS;Efectivo PSS - Caja UYU;Gastos;Boleta;1063;1063;;;;;43. LA11-2018 - Mat. Prot. del MA - Armada;;147;43;;1;;;;;;;;;
23/03/18;Pago UTE;UTE;UYU;1.440,00;28,50;50,54;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;4944233;230318;;;;;;;148;;;;;;;;;;;;
26/03/18;Cambio USD a UYU;ITAU;USD;500,00;1,00;500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;149;;;0;;;;;;;;;
26/03/18;Pago Despachante;Enrique Amespil;UYU;17.805,00;28,46;625,72;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2223;2456;;;;;20. CDW90658 Placa motobomba Clarkfire - UTE;;150;20;;1;;;;;;;;;
26/03/18;Costo por Transf. (Desp.);ITAU;UYU;53,86;28,46;1,89;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;20. CDW90658 Placa motobomba Clarkfire - UTE;;151;20;;1;;;;;;;;;
26/03/18;Pago Despachante;Enrique Amespil;UYU;-7.011,00;28,46;-246,39;PSS;No Aplica;IVA/IRAE;Cr‚dito;2223;N/A;;;;;20. CDW90658 Placa motobomba Clarkfire - UTE;;3380;20;;1;;;;;;;;;
28/03/18;Compra Combustible;Petrobras - Simanor S.A.;UYU;1.500,00;28,31;52,99;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;9115;;;;;;;;152;;;;;;;;;;;;
02/04/18;Compra Mouse Juan;Sondart SRL;UYU;920,00;28,38;32,42;Juan;D‚bito BBVA Juan;Muebles y étiles;Boleta;A13332;N/A;;;;;;;153;;;;;;;;;;;;
06/04/18;Compra Camisas;Mache Longe SRL;UYU;4.972,00;28,33;175,53;Javier;Cr‚dito Visa Javier;Gastos;Boleta;A3164;N/A;;;;;;;154;;;;;;;;;;;;
09/04/18;Cambio USD a UYU;ITAU;USD;800,00;1,00;800,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;155;;;0;;;;;;;;;
09/04/18;Pago Factura BPS Marzo 2018;BPS;UYU;3.466,00;28,27;122,63;PSS;Cheque PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;751604;1620981;;;087628;;;;156;;;;;;;;;;;;
09/04/18;Pago Tributos Dom. Adel.Alq.;Federico Del Rey;UYU;884,00;28,27;31,28;PSS;Paganza PSS - Ita£ UYU;Adel. Alquileres;Sin Comp.;N/A;N/A;;;;;;;157;;;;;;;;;;;;
09/04/18;TCC Federico - Internet;Federico Del Rey;UYU;800,00;28,27;28,30;PSS;Cheque PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;087629;;;;158;;;;;;;;;;;;
09/04/18;TCC Federico - Cable Adel. Alq.;Federico Del Rey;UYU;914,00;28,27;32,34;PSS;Cheque PSS - Ita£ UYU;Adel. Alquileres;Sin Comp.;N/A;N/A;;;087629;;;;159;;;;;;;;;;;;
09/04/18;Factura DHL;DHL;UYU;1.701,00;28,27;60,18;PSS;Cheque PSS - Ita£ UYU;Despachos;Cr‚dito;A221976;1620981;;;087629;;20. CDW90658 Placa motobomba Clarkfire - UTE;;160;20;;1;;;;;;;;;
09/04/18;Factura DHL;DHL;UYU;2.634,00;28,27;93,19;PSS;Cheque PSS - Ita£ UYU;Costos;Cr‚dito;A222934;1620981;;;087629;;20. CDW90658 Placa motobomba Clarkfire - UTE;;161;20;;1;;;;;;;;;
09/04/18;Compra Sellos de Goma;OGI S.A.;UYU;760,00;28,27;26,89;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;222394;N/A;;;;;;;162;;;;;;;;;;;;
09/04/18;Compra Papeler¡a;Alberto Gandulia SA;UYU;920,24;28,27;32,56;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;45742;N/A;;;;;;;163;;;;;;;;;;;;
10/04/18;Pago Alquiler Abril 2018;Federico Del Rey;UYU;12.202,00;28,33;430,79;PSS;Transf. PSS - Ita£ UYU;Alquileres;Sin Comp.;N/A;N/A;;;;;;;164;;;;;;;;;;;;
10/04/18;Costo por Transf. (Alq.);ITAU;UYU;53,71;28,33;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;165;;;;;;;;;;;;
13/04/18;Limpieza Abr.18;Sra. Magela;UYU;2.000,00;28,27;70,76;Caja;Efectivo;Gastos S/Comp.;Sin Comp.;N/A;N/A;;;;;;;166;;;;;;;;;;;;
13/04/18;Debito Banking Card;ITAU;UYU;945,40;28,27;33,45;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;167;;;;;;;;;;;;
13/04/18;Debito Banking Card;ITAU;UYU;945,40;28,27;33,45;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;168;;;;;;;;;;;;
17/04/18;Cambio USD a UYU;ITAU;USD;500,00;1,00;500,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;169;;;0;;;;;;;;;
17/04/18;Pago 70% Proforma Mallas;Suzhou Bod Plastics Co. Ltd.;USD;8.996,40;1,00;8.996,40;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Cr‚dito;20180208;N/A;;;;;23. Mallas Plasticas - Guarino;;170;23;;1;;;;;;;;;
17/04/18;Costo por Transf. (Mallas);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;23. Mallas Plasticas - Guarino;;171;23;;1;;;;;;;;;
17/04/18;Costo por Recepci¢n de giro (Mallas);ITAU;USD;10,00;1,00;10,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;23. Mallas Plasticas - Guarino;;172;23;;1;;;;;;;;;
23/04/18;Pago DGI Marzo 2018;DGI;UYU;4.808,00;28,24;170,29;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;441;1620981;;;087630;;;;173;;;;;;;;;;;;
23/04/18;Pago DGI Dic. 2017;DGI;UYU;3.166,00;28,24;112,13;PSS;D‚bito PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;561;1620981;;;087630;;;;174;;;;;;;;;;;;
24/04/18;Pago OSE;OSE;UYU;317,00;28,17;11,26;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;1047469;240418;;;;;;;175;;;;;;;;;;;;
24/04/18;Pago ANTEL;ANTEL;UYU;324,00;28,17;11,50;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;2795957;240418;;;;;;;176;;;;;;;;;;;;
24/04/18;Pago OSE;UTE;UYU;1.209,00;28,17;42,93;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;5072495;240418;;;;;;;177;;;;;;;;;;;;
24/04/18;Devoluci¢n Banking Card;ITAU;UYU;-2.771,00;28,17;-98,38;PSS;No Aplica;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;178;;;;;;;;;;;;
27/04/18;Pago Rexnord LM6000;Rexnord Ind.;USD;3.806,07;1,00;3.806,07;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Proforma;20782184;N/A;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;179;55;;1;;;;;;;;;
27/04/18;Costo por Transf. (LM6000);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;180;55;;1;;;;;;;;;
27/04/18;Pago Allesco LM600;Allesco;USD;872,00;1,00;872,00;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Boleta;206173;N/A;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;181;55;;1;;;;;;;;;
27/04/18;Costo por Transf. (LM6000);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;182;55;;1;;;;;;;;;
30/04/18;Pago Flete - 23. Mallas Plasticas Guarino;Pluscargo SRL;USD;476,13;1,00;476,13;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;A25752;145263;;;;;23. Mallas Plasticas - Guarino;;183;23;;1;;;;;;;;;
30/04/18;Costo por Transf. (Flete Mallas);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;23. Mallas Plasticas - Guarino;;184;23;;1;;;;;;;;;
30/04/18;Honorarios Estudio Berrutti - Abril 2018;Cr. Berrutti;UYU;5.000,00;28,44;175,84;PSS;Cheque PSS - Ita£ UYU;Honorarios Prof.;Boleta;3127;N/A;;;087631;;;;185;;;;;;;;;;;;
03/05/18;Compra Cartuchos de Caf‚;Vanacity S.A.;USD;73,00;1,00;73,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos;Boleta;A14383;N/A;;;;;;;186;;;;;;;;;;;;
09/05/18;Impuesto de Primaria;Federico Del Rey;UYU;382,00;29,05;13,15;PSS;Cheque PSS - Ita£ UYU;Adel. Alquileres;Cr‚dito;49436;10518;;;;;;;187;;;;;;;;;;;;
09/05/18;Cambio USD a UYU;ITAU;USD;700,00;1,00;700,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;188;;;0;;;;;;;;;
09/05/18;Pago Timbres DJ DGI;Cr. Berrutti;UYU;320,00;29,05;11,02;PSS;Transf. PSS - Ita£ UYU;Gastos;Sin Comp.;N/A;N/A;;;;;;;189;;;;;;;;;;;;
09/05/18;Pago TCC;Federico Del Rey;UYU;914,00;29,05;31,46;PSS;Cheque PSS - Ita£ UYU;Adel. Alquileres;Boleta;12272529;N/A;;;087632;;;;190;;;;;;;;;;;;
09/05/18;Pago Internet;Federico Del Rey;UYU;800,00;29,05;27,54;PSS;Cheque PSS - Ita£ UYU;Gastos;Boleta;12272529;N/A;;;087632;;;;191;;;;;;;;;;;;
09/05/18;Pago Alquiler Mayo 2018;Federico Del Rey;UYU;15.704,00;29,05;540,59;PSS;Transf. PSS - Ita£ UYU;Alquileres;Sin Comp.;N/A;N/A;;;;;;;192;;;;;;;;;;;;
09/05/18;Pago Factura BPS Abril 2018;BPS;UYU;3.466,00;29,05;119,31;PSS;Transf. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;523245;90518;;;;;;;194;;;;;;;;;;;;
10/05/18;Costo por Transf. (Alq.);ITAU;UYU;57,86;29,05;1,99;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;193;;;;;;;;;;;;
10/05/18;Compra Combustible;Petrobras - Simanor S.A.;UYU;1.899,58;29,05;65,39;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;A0010433;N/A;;;;;;;195;;;;;;;;;;;;
15/05/18;Debito Banking Card;ITAU;UYU;945,40;30,24;31,27;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;196;;;;;;;;;;;;
17/05/18;Pago Factura I21773;Turbine Technics, Inc.;USD;4.876,00;1,00;4.876,00;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Boleta;I21773;N/A;;;;;62. CD W90887 - Tarjeta Sistema de Purga Comb. - UTE;;197;62;;1;;;;;;;;;
17/05/18;Costo por Transf. (I21773);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;62. CD W90887 - Tarjeta Sistema de Purga Comb. - UTE;;198;62;;1;;;;;;;;;
18/05/18;Pago Esc. Wortmann - Vigencia PSS;Esc. Wortman;UYU;2.491,00;30,77;80,97;PSS;Transf. PSS - Ita£ UYU;Gastos;Cr‚dito;1225;;;;;;;;199;;;;;;;;;;;;
18/05/18;Pago Factura UTE;UTE;UYU;345,00;30,77;11,21;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;5199507;220518;;;;;;;200;;;;;;;;;;;;
18/05/18;Pago Factura OSE;OSE;UYU;317,00;30,77;10,30;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;1087938;220518;;;;;;;201;;;;;;;;;;;;
18/05/18;Pago Factura ANTEL;ANTEL;UYU;230,20;30,77;7,48;PSS;Paganza PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;3886056;220518;;;;;;;202;;;;;;;;;;;;
18/05/18;Cambio USD a UYU;ITAU;USD;600,00;1,00;600,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;203;;;0;;;;;;;;;
18/05/18;Compra Alineac. Y Neumaticos;GPD SRL;USD;200,00;1,00;200,00;Javier;Efectivo;Gastos;Boleta;6780;N/A;;;;;;;204;;;;;;;;;;;;
18/05/18;Compra Combustible;Trebol Azul SA;UYU;1.739,30;30,77;56,54;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;40645;N/A;;;;;;;205;;;;;;;;;;;;
18/05/18;Pago DGI Abril 2018;DGI;UYU;4.808,00;30,77;156,28;PSS;Transf. PSS - Ita£ UYU;IVA/IRAE;Boleto de Pago;121517;N/A;;;;;;;206;;;;;;;;;;;;
21/05/18;Cambio USD a UYU;ITAU;USD;2.784,00;1,00;2.784,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;207;;;0;;;;;;;;;
21/05/18;Pago Despachante;Enrique Amespil;UYU;79.543,00;31,17;2.552,32;PSS;Transf. PSS - Ita£ UYU;Despachos;Cr‚dito;2286;2492;;;;;62. CD W90887 - Tarjeta Sistema de Purga Comb. - UTE;;208;62;;1;;;;;;;;;
21/05/18;Pago Despachante;Enrique Amespil;UYU;-49.980,00;31,17;-1.603,72;PSS;No Aplica;IVA/IRAE;Cr‚dito;2286;N/A;;;;;62. CD W90887 - Tarjeta Sistema de Purga Comb. - UTE;;3386;62;;1;;;;;;;;;
22/05/18;Costo por Transf. Pago Desp.);ITAU;UYU;59,67;31,46;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;209;;;;;;;;;;;;
22/05/18;Aporte de Capital;PSS;USD;10.000,00;1,00;10.000,00;Juan;Transf. BBVA Juan;Aporte de Capital;Sin Comp.;N/A;N/A;;;;;;;210;;;2;;;;;;;;;
23/05/18;Pago Factura NGA  (30% de la PO);Nuova Gapa SRL;USD;3.538,00;1,00;3.538,00;PSS;Transf. PSS - Ita£ USD;Mercader¡a;Boleta;129;N/A;;;;;14. LA16/17 - Adq. De Amortiguadores - AFE;;211;14;;1;;;;;;;;;
23/05/18;Costo por Transf. (NGA);ITAU;USD;60,00;1,00;60,00;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;14. LA16/17 - Adq. De Amortiguadores - AFE;;212;14;;1;;;;;;;;;
23/05/18;Pago Tasa Saneamiento;Federico Del Rey;UYU;147,00;31,43;4,68;PSS;D‚bito PSS - Ita£ UYU;Adel. Alquileres;Sin Comp.;N/A;N/A;;;;;;;213;;;;;;;;;;;;
23/05/18;Pago Flete 55, LM6000;Pluscargo SRL;USD;880,00;1,00;880,00;PSS;Transf. PSS - Ita£ USD;Costos;Cr‚dito;27616-27617;;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;214;55;;1;;;;;;;;;
24/05/18;Costo por Transf. (Pago Flete LM6000);ITAU;USD;1,90;1,00;1,90;PSS;D‚bito Aut. PSS - Ita£ USD;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;215;55;;1;;;;;;;;;
25/05/18;Pago UTE Oct 18;UTE;UYU;2.068,00;31,24;66,21;PSS;D‚bito Aut. PSS - Ita£ UYU;Serv. Publicos;Cr‚dito;5465105;251018;;;;;;;399;;;;;;;;;;;;
30/05/18;Cambio USD a UYU;ITAU;USD;1.800,00;1,00;1.800,00;PSS;Transf. PSS - Ita£ USD;Cambio de Moneda;Sin Comp.;N/A;N/A;;;;;;;216;;;0;;;;;;;;;
30/05/18;Pago Despacho LM6000;Enrique Amespil;UYU;65.619,00;31,12;2.108,92;Juan;Transf. BBVA Juan;Despachos;Cr‚dito;2287;2499;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;217;55;;1;;;;;;;;;
30/05/18;Pago Despacho LM6000;Enrique Amespil;UYU;-53.319,00;31,12;-1.713,61;PSS;No Aplica;IVA/IRAE;Cr‚dito;2287;N/A;;;;;55. CD W90833 Repuestos LM6000 - 2do Llam.- UTE;;3385;55;;1;;;;;;;;;
07/06/18;Anticipo 50% Fidemar Juntas OSE;Fidemar SA;USD;4.106,68;1,00;4.106,68;Juan;Transf. BBVA Juan;Costos;Cr‚dito;47970;130448;;;;;50. LA 18370-2018 - Juntas Union Multidiametro - OSE;;218;50;;1;;;;;;;;;
13/06/18;Flete Muestra Aceite Base;UPS Scs (Uruguay) SRL;UYU;1.000,00;31,34;31,91;PSS;D‚bito PSS - Ita£ UYU;Costos;Boleta;;N/A;;;;;84. CE 1700527400 - Sum. Aceite a Base API GIII - ANCAP 08JUN;;219;84;;1;;;;;;;;;
13/06/18;Pago Tributos Dom. Adel.Alq.;Federico Del Rey;UYU;918,00;31,34;29,29;PSS;Cheque PSS - Ita£ UYU;Adel. Alquileres;Sin Comp.;N/A;N/A;;;087633;;;;220;;;;;;;;;;;;
13/06/18;Pago TCC;Federico Del Rey;UYU;914,00;31,34;29,16;PSS;Cheque PSS - Ita£ UYU;Adel. Alquileres;Boleta;12344375;N/A;;;087633;;;;221;;;;;;;;;;;;
13/06/18;Pago Internet;Federico Del Rey;UYU;800,00;31,34;25,53;PSS;Cheque PSS - Ita£ UYU;Gastos;Boleta;12344375;N/A;;;087633;;;;222;;;;;;;;;;;;
13/06/18;Factura DHL;DHL;UYU;1.701,00;31,34;54,28;PSS;Cheque PSS - Ita£ UYU;Despachos;Cr‚dito;A320039;1620981;;;087633;;62. CD W90887 - Tarjeta Sistema de Purga Comb. - UTE;;223;62;;1;;;;;;;;;
13/06/18;Factura DHL;DHL;UYU;4.648,00;31,34;148,31;PSS;Cheque PSS - Ita£ UYU;Costos;Cr‚dito;A321200;1620981;;;087633;;62. CD W90887 - Tarjeta Sistema de Purga Comb. - UTE;;224;62;;1;;;;;;;;;
13/06/18;Pago Factura BPS Mayo 2018;BPS;UYU;3.626,00;31,34;115,70;PSS;Transf. PSS - Ita£ UYU;Cargas Sociales;Cr‚dito;C987103;808563720;;;087634;;;;225;;;;;;;;;;;;
13/06/18;Recarga Toner y resmas;HLC - Delfiner SA;UYU;981,00;31,34;31,30;PSS;D‚bito PSS - Ita£ UYU;Muebles y étiles;Boleta;A49675;N/A;;;;;;;226;;;;;;;;;;;;
13/06/18;Compra Combustible;Misurol SA;UYU;1.760,00;31,34;56,16;PSS;D‚bito PSS - Ita£ UYU;Gastos;Boleta;A2018078;N/A;;;;;;;227;;;;;;;;;;;;
14/06/18;Pago Alquiler Junio 2018;Federico Del Rey;UYU;15.021,00;31,33;479,52;PSS;Transf. PSS - Ita£ UYU;Alquileres;Sin Comp.;N/A;N/A;;;;;;;228;;;;;;;;;;;;
14/06/18;Costo de Transferencia Alq.;ITAU;UYU;59,58;31,33;1,90;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;229;;;;;;;;;;;;
15/06/18;Debito Banking Card;ITAU;UYU;945,40;31,32;30,19;PSS;D‚bito Aut. PSS - Ita£ UYU;Gastos Banc.;Sin Comp.;N/A;N/A;;;;;;;230;;;;;;;;;;;;
27/06/18;Compra Pliego LA Aditivo ;ANCAP;USD;150,00;1,00;150,00;PSS;Transf. PSS - Ita£ USD;Costos;Boleta;496668;N/A;;;;;85. LA 1500158000 - Aditivo Mejorador de Flujo - ANCAP;;231;85;;1;;;;;;;;;
